,breed,file,xmin,ymin,xmax,ymax,foldername,filename,dog_number,prepfilename,xdelta,ydelta
n02100877_4898,Irish_setter,n02100877_4898,35.0,10.0,164.0,199.0,02100877,n02100877_4898,1,n02100877_4898-Irish_setter_cr1,129.0,189.0
n02100877_5033,Irish_setter,n02100877_5033,82.0,31.0,382.0,332.0,02100877,n02100877_5033,1,n02100877_5033-Irish_setter_cr1,300.0,301.0
n02100877_511,Irish_setter,n02100877_511,5.0,8.0,291.0,254.0,02100877,n02100877_511,1,n02100877_511-Irish_setter_cr1,286.0,246.0
n02100877_5184,Irish_setter,n02100877_5184,18.0,42.0,177.0,337.0,02100877,n02100877_5184,1,n02100877_5184-Irish_setter_cr1,159.0,295.0
n02100877_5229,Irish_setter,n02100877_5229,78.0,137.0,351.0,498.0,02100877,n02100877_5229,1,n02100877_5229-Irish_setter_cr1,273.0,361.0
n02100877_5231,Irish_setter,n02100877_5231,61.0,146.0,425.0,420.0,02100877,n02100877_5231,1,n02100877_5231-Irish_setter_cr1,364.0,274.0
n02100877_5286,Irish_setter,n02100877_5286,0.0,38.0,422.0,325.0,02100877,n02100877_5286,1,n02100877_5286-Irish_setter_cr1,422.0,287.0
n02100877_5404,Irish_setter,n02100877_5404,30.0,318.0,261.0,475.0,02100877,n02100877_5404,1,n02100877_5404-Irish_setter_cr1,231.0,157.0
n02100877_5489,Irish_setter,n02100877_5489,0.0,40.0,441.0,374.0,02100877,n02100877_5489,1,n02100877_5489-Irish_setter_cr1,441.0,334.0
n02100877_5686,Irish_setter,n02100877_5686,10.0,40.0,353.0,488.0,02100877,n02100877_5686,1,n02100877_5686-Irish_setter_cr1,343.0,448.0
n02100877_5764,Irish_setter,n02100877_5764,93.0,2.0,499.0,344.0,02100877,n02100877_5764,1,n02100877_5764-Irish_setter_cr1,406.0,342.0
n02100877_5799,Irish_setter,n02100877_5799,15.0,1.0,499.0,277.0,02100877,n02100877_5799,1,n02100877_5799-Irish_setter_cr1,484.0,276.0
n02100877_585,Irish_setter,n02100877_585,119.0,131.0,314.0,297.0,02100877,n02100877_585,1,n02100877_585-Irish_setter_cr1,195.0,166.0
n02100877_5861,Irish_setter,n02100877_5861,29.0,13.0,420.0,311.0,02100877,n02100877_5861,1,n02100877_5861-Irish_setter_cr1,391.0,298.0
n02100877_5883,Irish_setter,n02100877_5883,5.0,4.0,275.0,198.0,02100877,n02100877_5883,1,n02100877_5883-Irish_setter_cr1,270.0,194.0
n02100877_5916,Irish_setter,n02100877_5916,47.0,77.0,499.0,332.0,02100877,n02100877_5916,1,n02100877_5916-Irish_setter_cr1,452.0,255.0
n02100877_592,Irish_setter,n02100877_592,68.0,54.0,232.0,278.0,02100877,n02100877_592,2,n02100877_592-Irish_setter_cr2,164.0,224.0
n02100877_5925,Irish_setter,n02100877_5925,271.0,48.0,429.0,374.0,02100877,n02100877_5925,1,n02100877_5925-Irish_setter_cr1,158.0,326.0
n02100877_5986,Irish_setter,n02100877_5986,13.0,257.0,267.0,471.0,02100877,n02100877_5986,1,n02100877_5986-Irish_setter_cr1,254.0,214.0
n02100877_5998,Irish_setter,n02100877_5998,0.0,170.0,241.0,498.0,02100877,n02100877_5998,1,n02100877_5998-Irish_setter_cr1,241.0,328.0
n02100877_602,Irish_setter,n02100877_602,0.0,105.0,216.0,316.0,02100877,n02100877_602,1,n02100877_602-Irish_setter_cr1,216.0,211.0
n02100877_6030,Irish_setter,n02100877_6030,2.0,31.0,383.0,406.0,02100877,n02100877_6030,1,n02100877_6030-Irish_setter_cr1,381.0,375.0
n02100877_6160,Irish_setter,n02100877_6160,27.0,37.0,209.0,167.0,02100877,n02100877_6160,1,n02100877_6160-Irish_setter_cr1,182.0,130.0
n02100877_6183,Irish_setter,n02100877_6183,44.0,11.0,486.0,353.0,02100877,n02100877_6183,1,n02100877_6183-Irish_setter_cr1,442.0,342.0
n02100877_6214,Irish_setter,n02100877_6214,45.0,1.0,499.0,332.0,02100877,n02100877_6214,1,n02100877_6214-Irish_setter_cr1,454.0,331.0
n02100877_6375,Irish_setter,n02100877_6375,9.0,6.0,104.0,169.0,02100877,n02100877_6375,1,n02100877_6375-Irish_setter_cr1,95.0,163.0
n02100877_6411,Irish_setter,n02100877_6411,7.0,88.0,498.0,348.0,02100877,n02100877_6411,1,n02100877_6411-Irish_setter_cr1,491.0,260.0
n02100877_6417,Irish_setter,n02100877_6417,2.0,2.0,331.0,498.0,02100877,n02100877_6417,1,n02100877_6417-Irish_setter_cr1,329.0,496.0
n02100877_6436,Irish_setter,n02100877_6436,169.0,82.0,499.0,248.0,02100877,n02100877_6436,1,n02100877_6436-Irish_setter_cr1,330.0,166.0
n02100877_6453,Irish_setter,n02100877_6453,148.0,44.0,499.0,332.0,02100877,n02100877_6453,1,n02100877_6453-Irish_setter_cr1,351.0,288.0
n02100877_6462,Irish_setter,n02100877_6462,1.0,100.0,331.0,498.0,02100877,n02100877_6462,1,n02100877_6462-Irish_setter_cr1,330.0,398.0
n02100877_648,Irish_setter,n02100877_648,134.0,97.0,480.0,374.0,02100877,n02100877_648,1,n02100877_648-Irish_setter_cr1,346.0,277.0
n02100877_6642,Irish_setter,n02100877_6642,93.0,35.0,486.0,330.0,02100877,n02100877_6642,1,n02100877_6642-Irish_setter_cr1,393.0,295.0
n02100877_6683,Irish_setter,n02100877_6683,2.0,2.0,199.0,173.0,02100877,n02100877_6683,1,n02100877_6683-Irish_setter_cr1,197.0,171.0
n02100877_6724,Irish_setter,n02100877_6724,2.0,53.0,499.0,335.0,02100877,n02100877_6724,1,n02100877_6724-Irish_setter_cr1,497.0,282.0
n02100877_6728,Irish_setter,n02100877_6728,0.0,11.0,345.0,483.0,02100877,n02100877_6728,1,n02100877_6728-Irish_setter_cr1,345.0,472.0
n02100877_6747,Irish_setter,n02100877_6747,149.0,1.0,343.0,332.0,02100877,n02100877_6747,1,n02100877_6747-Irish_setter_cr1,194.0,331.0
n02100877_6749,Irish_setter,n02100877_6749,136.0,129.0,434.0,374.0,02100877,n02100877_6749,1,n02100877_6749-Irish_setter_cr1,298.0,245.0
n02100877_6852,Irish_setter,n02100877_6852,128.0,44.0,303.0,356.0,02100877,n02100877_6852,1,n02100877_6852-Irish_setter_cr1,175.0,312.0
n02100877_6917,Irish_setter,n02100877_6917,144.0,98.0,432.0,374.0,02100877,n02100877_6917,1,n02100877_6917-Irish_setter_cr1,288.0,276.0
n02100877_6926,Irish_setter,n02100877_6926,42.0,46.0,373.0,498.0,02100877,n02100877_6926,1,n02100877_6926-Irish_setter_cr1,331.0,452.0
n02100877_6998,Irish_setter,n02100877_6998,149.0,87.0,499.0,332.0,02100877,n02100877_6998,1,n02100877_6998-Irish_setter_cr1,350.0,245.0
n02100877_7033,Irish_setter,n02100877_7033,41.0,7.0,209.0,344.0,02100877,n02100877_7033,1,n02100877_7033-Irish_setter_cr1,168.0,337.0
n02100877_71,Irish_setter,n02100877_71,0.0,63.0,207.0,290.0,02100877,n02100877_71,1,n02100877_71-Irish_setter_cr1,207.0,227.0
n02100877_722,Irish_setter,n02100877_722,171.0,63.0,415.0,332.0,02100877,n02100877_722,1,n02100877_722-Irish_setter_cr1,244.0,269.0
n02100877_738,Irish_setter,n02100877_738,93.0,78.0,266.0,211.0,02100877,n02100877_738,1,n02100877_738-Irish_setter_cr1,173.0,133.0
n02100877_7493,Irish_setter,n02100877_7493,224.0,98.0,303.0,241.0,02100877,n02100877_7493,1,n02100877_7493-Irish_setter_cr1,79.0,143.0
n02100877_7519,Irish_setter,n02100877_7519,127.0,25.0,499.0,374.0,02100877,n02100877_7519,1,n02100877_7519-Irish_setter_cr1,372.0,349.0
n02100877_7560,Irish_setter,n02100877_7560,23.0,17.0,285.0,248.0,02100877,n02100877_7560,1,n02100877_7560-Irish_setter_cr1,262.0,231.0
n02100877_7636,Irish_setter,n02100877_7636,232.0,124.0,446.0,268.0,02100877,n02100877_7636,1,n02100877_7636-Irish_setter_cr1,214.0,144.0
n02100877_788,Irish_setter,n02100877_788,210.0,112.0,383.0,311.0,02100877,n02100877_788,1,n02100877_788-Irish_setter_cr1,173.0,199.0
n02100877_7943,Irish_setter,n02100877_7943,78.0,100.0,310.0,482.0,02100877,n02100877_7943,1,n02100877_7943-Irish_setter_cr1,232.0,382.0
n02100877_797,Irish_setter,n02100877_797,18.0,16.0,262.0,341.0,02100877,n02100877_797,1,n02100877_797-Irish_setter_cr1,244.0,325.0
n02100877_828,Irish_setter,n02100877_828,214.0,146.0,272.0,295.0,02100877,n02100877_828,1,n02100877_828-Irish_setter_cr1,58.0,149.0
n02100877_8321,Irish_setter,n02100877_8321,142.0,133.0,415.0,331.0,02100877,n02100877_8321,1,n02100877_8321-Irish_setter_cr1,273.0,198.0
n02100877_838,Irish_setter,n02100877_838,79.0,93.0,423.0,343.0,02100877,n02100877_838,1,n02100877_838-Irish_setter_cr1,344.0,250.0
n02100877_8507,Irish_setter,n02100877_8507,73.0,6.0,384.0,498.0,02100877,n02100877_8507,1,n02100877_8507-Irish_setter_cr1,311.0,492.0
n02100877_856,Irish_setter,n02100877_856,71.0,51.0,466.0,332.0,02100877,n02100877_856,1,n02100877_856-Irish_setter_cr1,395.0,281.0
n02100877_8595,Irish_setter,n02100877_8595,126.0,142.0,469.0,965.0,02100877,n02100877_8595,2,n02100877_8595-Irish_setter_cr2,343.0,823.0
n02100877_863,Irish_setter,n02100877_863,18.0,43.0,373.0,495.0,02100877,n02100877_863,1,n02100877_863-Irish_setter_cr1,355.0,452.0
n02100877_8800,Irish_setter,n02100877_8800,0.0,74.0,355.0,374.0,02100877,n02100877_8800,1,n02100877_8800-Irish_setter_cr1,355.0,300.0
n02100877_8900,Irish_setter,n02100877_8900,169.0,114.0,351.0,264.0,02100877,n02100877_8900,1,n02100877_8900-Irish_setter_cr1,182.0,150.0
n02100877_916,Irish_setter,n02100877_916,13.0,15.0,189.0,335.0,02100877,n02100877_916,1,n02100877_916-Irish_setter_cr1,176.0,320.0
n02100877_92,Irish_setter,n02100877_92,153.0,151.0,296.0,249.0,02100877,n02100877_92,1,n02100877_92-Irish_setter_cr1,143.0,98.0
n02100877_985,Irish_setter,n02100877_985,0.0,1.0,477.0,352.0,02100877,n02100877_985,1,n02100877_985-Irish_setter_cr1,477.0,351.0
n02101006_1016,Gordon_setter,n02101006_1016,45.0,11.0,531.0,497.0,02101006,n02101006_1016,1,n02101006_1016-Gordon_setter_cr1,486.0,486.0
n02101006_1059,Gordon_setter,n02101006_1059,12.0,65.0,371.0,460.0,02101006,n02101006_1059,1,n02101006_1059-Gordon_setter_cr1,359.0,395.0
n02101006_1126,Gordon_setter,n02101006_1126,20.0,32.0,161.0,145.0,02101006,n02101006_1126,1,n02101006_1126-Gordon_setter_cr1,141.0,113.0
n02101006_114,Gordon_setter,n02101006_114,89.0,19.0,504.0,373.0,02101006,n02101006_114,1,n02101006_114-Gordon_setter_cr1,415.0,354.0
n02101006_1153,Gordon_setter,n02101006_1153,16.0,22.0,368.0,392.0,02101006,n02101006_1153,1,n02101006_1153-Gordon_setter_cr1,352.0,370.0
n02101006_1160,Gordon_setter,n02101006_1160,0.0,42.0,276.0,425.0,02101006,n02101006_1160,1,n02101006_1160-Gordon_setter_cr1,276.0,383.0
n02101006_12,Gordon_setter,n02101006_12,0.0,9.0,288.0,332.0,02101006,n02101006_12,2,n02101006_12-Gordon_setter_cr2,288.0,323.0
n02101006_1202,Gordon_setter,n02101006_1202,1.0,84.0,499.0,374.0,02101006,n02101006_1202,1,n02101006_1202-Gordon_setter_cr1,498.0,290.0
n02101006_1205,Gordon_setter,n02101006_1205,156.0,6.0,356.0,359.0,02101006,n02101006_1205,1,n02101006_1205-Gordon_setter_cr1,200.0,353.0
n02101006_1208,Gordon_setter,n02101006_1208,76.0,25.0,432.0,364.0,02101006,n02101006_1208,1,n02101006_1208-Gordon_setter_cr1,356.0,339.0
n02101006_1249,Gordon_setter,n02101006_1249,40.0,34.0,149.0,207.0,02101006,n02101006_1249,1,n02101006_1249-Gordon_setter_cr1,109.0,173.0
n02101006_1297,Gordon_setter,n02101006_1297,202.0,45.0,313.0,256.0,02101006,n02101006_1297,1,n02101006_1297-Gordon_setter_cr1,111.0,211.0
n02101006_1308,Gordon_setter,n02101006_1308,39.0,109.0,442.0,358.0,02101006,n02101006_1308,1,n02101006_1308-Gordon_setter_cr1,403.0,249.0
n02101006_134,Gordon_setter,n02101006_134,0.0,0.0,415.0,373.0,02101006,n02101006_134,1,n02101006_134-Gordon_setter_cr1,415.0,373.0
n02101006_135,Gordon_setter,n02101006_135,0.0,0.0,147.0,182.0,02101006,n02101006_135,1,n02101006_135-Gordon_setter_cr1,147.0,182.0
n02101006_1354,Gordon_setter,n02101006_1354,0.0,62.0,327.0,374.0,02101006,n02101006_1354,1,n02101006_1354-Gordon_setter_cr1,327.0,312.0
n02101006_1389,Gordon_setter,n02101006_1389,314.0,127.0,394.0,314.0,02101006,n02101006_1389,1,n02101006_1389-Gordon_setter_cr1,80.0,187.0
n02101006_1435,Gordon_setter,n02101006_1435,2.0,14.0,196.0,131.0,02101006,n02101006_1435,1,n02101006_1435-Gordon_setter_cr1,194.0,117.0
n02101006_1440,Gordon_setter,n02101006_1440,124.0,8.0,426.0,373.0,02101006,n02101006_1440,1,n02101006_1440-Gordon_setter_cr1,302.0,365.0
n02101006_1476,Gordon_setter,n02101006_1476,0.0,47.0,322.0,393.0,02101006,n02101006_1476,1,n02101006_1476-Gordon_setter_cr1,322.0,346.0
n02101006_1506,Gordon_setter,n02101006_1506,0.0,31.0,315.0,264.0,02101006,n02101006_1506,1,n02101006_1506-Gordon_setter_cr1,315.0,233.0
n02101006_1551,Gordon_setter,n02101006_1551,0.0,0.0,499.0,321.0,02101006,n02101006_1551,1,n02101006_1551-Gordon_setter_cr1,499.0,321.0
n02101006_158,Gordon_setter,n02101006_158,14.0,9.0,311.0,273.0,02101006,n02101006_158,1,n02101006_158-Gordon_setter_cr1,297.0,264.0
n02101006_1580,Gordon_setter,n02101006_1580,78.0,50.0,280.0,323.0,02101006,n02101006_1580,1,n02101006_1580-Gordon_setter_cr1,202.0,273.0
n02101006_1637,Gordon_setter,n02101006_1637,155.0,167.0,313.0,374.0,02101006,n02101006_1637,1,n02101006_1637-Gordon_setter_cr1,158.0,207.0
n02101006_1660,Gordon_setter,n02101006_1660,13.0,18.0,264.0,399.0,02101006,n02101006_1660,1,n02101006_1660-Gordon_setter_cr1,251.0,381.0
n02101006_1678,Gordon_setter,n02101006_1678,213.0,72.0,293.0,178.0,02101006,n02101006_1678,1,n02101006_1678-Gordon_setter_cr1,80.0,106.0
n02101006_1681,Gordon_setter,n02101006_1681,50.0,29.0,452.0,454.0,02101006,n02101006_1681,1,n02101006_1681-Gordon_setter_cr1,402.0,425.0
n02101006_1707,Gordon_setter,n02101006_1707,193.0,102.0,282.0,277.0,02101006,n02101006_1707,1,n02101006_1707-Gordon_setter_cr1,89.0,175.0
n02101006_18,Gordon_setter,n02101006_18,1.0,1.0,169.0,199.0,02101006,n02101006_18,1,n02101006_18-Gordon_setter_cr1,168.0,198.0
n02101006_1804,Gordon_setter,n02101006_1804,0.0,126.0,298.0,498.0,02101006,n02101006_1804,1,n02101006_1804-Gordon_setter_cr1,298.0,372.0
n02101006_1814,Gordon_setter,n02101006_1814,21.0,21.0,255.0,359.0,02101006,n02101006_1814,1,n02101006_1814-Gordon_setter_cr1,234.0,338.0
n02101006_1832,Gordon_setter,n02101006_1832,80.0,25.0,359.0,495.0,02101006,n02101006_1832,1,n02101006_1832-Gordon_setter_cr1,279.0,470.0
n02101006_1871,Gordon_setter,n02101006_1871,86.0,25.0,387.0,337.0,02101006,n02101006_1871,1,n02101006_1871-Gordon_setter_cr1,301.0,312.0
n02101006_1888,Gordon_setter,n02101006_1888,34.0,4.0,432.0,374.0,02101006,n02101006_1888,1,n02101006_1888-Gordon_setter_cr1,398.0,370.0
n02101006_1918,Gordon_setter,n02101006_1918,27.0,40.0,207.0,220.0,02101006,n02101006_1918,1,n02101006_1918-Gordon_setter_cr1,180.0,180.0
n02101006_1934,Gordon_setter,n02101006_1934,23.0,1.0,466.0,373.0,02101006,n02101006_1934,1,n02101006_1934-Gordon_setter_cr1,443.0,372.0
n02101006_1948,Gordon_setter,n02101006_1948,117.0,31.0,285.0,428.0,02101006,n02101006_1948,1,n02101006_1948-Gordon_setter_cr1,168.0,397.0
n02101006_1963,Gordon_setter,n02101006_1963,1.0,1.0,339.0,374.0,02101006,n02101006_1963,1,n02101006_1963-Gordon_setter_cr1,338.0,373.0
n02101006_2026,Gordon_setter,n02101006_2026,50.0,0.0,499.0,373.0,02101006,n02101006_2026,1,n02101006_2026-Gordon_setter_cr1,449.0,373.0
n02101006_2031,Gordon_setter,n02101006_2031,3.0,26.0,331.0,341.0,02101006,n02101006_2031,1,n02101006_2031-Gordon_setter_cr1,328.0,315.0
n02101006_2065,Gordon_setter,n02101006_2065,82.0,113.0,278.0,433.0,02101006,n02101006_2065,1,n02101006_2065-Gordon_setter_cr1,196.0,320.0
n02101006_208,Gordon_setter,n02101006_208,67.0,22.0,333.0,341.0,02101006,n02101006_208,1,n02101006_208-Gordon_setter_cr1,266.0,319.0
n02101006_2092,Gordon_setter,n02101006_2092,50.0,42.0,327.0,498.0,02101006,n02101006_2092,1,n02101006_2092-Gordon_setter_cr1,277.0,456.0
n02101006_2113,Gordon_setter,n02101006_2113,0.0,6.0,157.0,169.0,02101006,n02101006_2113,1,n02101006_2113-Gordon_setter_cr1,157.0,163.0
n02101006_22,Gordon_setter,n02101006_22,1.0,27.0,478.0,369.0,02101006,n02101006_22,1,n02101006_22-Gordon_setter_cr1,477.0,342.0
n02101006_2232,Gordon_setter,n02101006_2232,35.0,83.0,407.0,498.0,02101006,n02101006_2232,1,n02101006_2232-Gordon_setter_cr1,372.0,415.0
n02101006_2275,Gordon_setter,n02101006_2275,113.0,94.0,267.0,323.0,02101006,n02101006_2275,1,n02101006_2275-Gordon_setter_cr1,154.0,229.0
n02101006_228,Gordon_setter,n02101006_228,37.0,14.0,149.0,180.0,02101006,n02101006_228,1,n02101006_228-Gordon_setter_cr1,112.0,166.0
n02101006_2316,Gordon_setter,n02101006_2316,17.0,8.0,450.0,352.0,02101006,n02101006_2316,1,n02101006_2316-Gordon_setter_cr1,433.0,344.0
n02101006_2397,Gordon_setter,n02101006_2397,62.0,110.0,224.0,340.0,02101006,n02101006_2397,1,n02101006_2397-Gordon_setter_cr1,162.0,230.0
n02101006_2414,Gordon_setter,n02101006_2414,132.0,0.0,499.0,353.0,02101006,n02101006_2414,1,n02101006_2414-Gordon_setter_cr1,367.0,353.0
n02101006_2445,Gordon_setter,n02101006_2445,255.0,213.0,750.0,564.0,02101006,n02101006_2445,2,n02101006_2445-Gordon_setter_cr2,495.0,351.0
n02101006_2468,Gordon_setter,n02101006_2468,43.0,14.0,194.0,212.0,02101006,n02101006_2468,1,n02101006_2468-Gordon_setter_cr1,151.0,198.0
n02101006_2501,Gordon_setter,n02101006_2501,61.0,15.0,298.0,195.0,02101006,n02101006_2501,1,n02101006_2501-Gordon_setter_cr1,237.0,180.0
n02101006_2513,Gordon_setter,n02101006_2513,4.0,6.0,282.0,365.0,02101006,n02101006_2513,1,n02101006_2513-Gordon_setter_cr1,278.0,359.0
n02101006_2516,Gordon_setter,n02101006_2516,15.0,0.0,206.0,232.0,02101006,n02101006_2516,2,n02101006_2516-Gordon_setter_cr2,191.0,232.0
n02101006_2540,Gordon_setter,n02101006_2540,71.0,56.0,372.0,332.0,02101006,n02101006_2540,1,n02101006_2540-Gordon_setter_cr1,301.0,276.0
n02101006_2613,Gordon_setter,n02101006_2613,116.0,0.0,457.0,331.0,02101006,n02101006_2613,1,n02101006_2613-Gordon_setter_cr1,341.0,331.0
n02101006_2629,Gordon_setter,n02101006_2629,0.0,0.0,299.0,331.0,02101006,n02101006_2629,2,n02101006_2629-Gordon_setter_cr2,299.0,331.0
n02101006_266,Gordon_setter,n02101006_266,224.0,45.0,338.0,281.0,02101006,n02101006_266,1,n02101006_266-Gordon_setter_cr1,114.0,236.0
n02101006_267,Gordon_setter,n02101006_267,0.0,2.0,170.0,374.0,02101006,n02101006_267,3,n02101006_267-Gordon_setter_cr3,170.0,372.0
n02101006_2703,Gordon_setter,n02101006_2703,43.0,21.0,355.0,384.0,02101006,n02101006_2703,1,n02101006_2703-Gordon_setter_cr1,312.0,363.0
n02101006_2742,Gordon_setter,n02101006_2742,191.0,116.0,358.0,319.0,02101006,n02101006_2742,1,n02101006_2742-Gordon_setter_cr1,167.0,203.0
n02101006_2776,Gordon_setter,n02101006_2776,4.0,38.0,269.0,359.0,02101006,n02101006_2776,1,n02101006_2776-Gordon_setter_cr1,265.0,321.0
n02101006_2794,Gordon_setter,n02101006_2794,0.0,0.0,371.0,498.0,02101006,n02101006_2794,1,n02101006_2794-Gordon_setter_cr1,371.0,498.0
n02101006_283,Gordon_setter,n02101006_283,46.0,39.0,356.0,374.0,02101006,n02101006_283,1,n02101006_283-Gordon_setter_cr1,310.0,335.0
n02101006_2842,Gordon_setter,n02101006_2842,28.0,90.0,422.0,265.0,02101006,n02101006_2842,1,n02101006_2842-Gordon_setter_cr1,394.0,175.0
n02101006_2902,Gordon_setter,n02101006_2902,86.0,127.0,327.0,255.0,02101006,n02101006_2902,1,n02101006_2902-Gordon_setter_cr1,241.0,128.0
n02101006_2907,Gordon_setter,n02101006_2907,35.0,27.0,251.0,380.0,02101006,n02101006_2907,1,n02101006_2907-Gordon_setter_cr1,216.0,353.0
n02101006_2918,Gordon_setter,n02101006_2918,0.0,15.0,463.0,249.0,02101006,n02101006_2918,1,n02101006_2918-Gordon_setter_cr1,463.0,234.0
n02101006_2954,Gordon_setter,n02101006_2954,87.0,30.0,343.0,332.0,02101006,n02101006_2954,1,n02101006_2954-Gordon_setter_cr1,256.0,302.0
n02101006_296,Gordon_setter,n02101006_296,9.0,25.0,222.0,253.0,02101006,n02101006_296,1,n02101006_296-Gordon_setter_cr1,213.0,228.0
n02101006_299,Gordon_setter,n02101006_299,156.0,126.0,388.0,627.0,02101006,n02101006_299,1,n02101006_299-Gordon_setter_cr1,232.0,501.0
n02101006_3026,Gordon_setter,n02101006_3026,68.0,75.0,440.0,334.0,02101006,n02101006_3026,1,n02101006_3026-Gordon_setter_cr1,372.0,259.0
n02101006_3062,Gordon_setter,n02101006_3062,66.0,61.0,267.0,389.0,02101006,n02101006_3062,1,n02101006_3062-Gordon_setter_cr1,201.0,328.0
n02101006_3103,Gordon_setter,n02101006_3103,147.0,107.0,329.0,374.0,02101006,n02101006_3103,1,n02101006_3103-Gordon_setter_cr1,182.0,267.0
n02101006_3125,Gordon_setter,n02101006_3125,0.0,146.0,336.0,498.0,02101006,n02101006_3125,1,n02101006_3125-Gordon_setter_cr1,336.0,352.0
n02101006_3239,Gordon_setter,n02101006_3239,205.0,73.0,474.0,283.0,02101006,n02101006_3239,1,n02101006_3239-Gordon_setter_cr1,269.0,210.0
n02101006_3288,Gordon_setter,n02101006_3288,76.0,110.0,312.0,498.0,02101006,n02101006_3288,1,n02101006_3288-Gordon_setter_cr1,236.0,388.0
n02101006_3335,Gordon_setter,n02101006_3335,37.0,36.0,439.0,374.0,02101006,n02101006_3335,1,n02101006_3335-Gordon_setter_cr1,402.0,338.0
n02101006_335,Gordon_setter,n02101006_335,259.0,18.0,339.0,196.0,02101006,n02101006_335,1,n02101006_335-Gordon_setter_cr1,80.0,178.0
n02101006_3354,Gordon_setter,n02101006_3354,188.0,22.0,454.0,332.0,02101006,n02101006_3354,1,n02101006_3354-Gordon_setter_cr1,266.0,310.0
n02101006_3379,Gordon_setter,n02101006_3379,27.0,1.0,364.0,283.0,02101006,n02101006_3379,1,n02101006_3379-Gordon_setter_cr1,337.0,282.0
n02101006_338,Gordon_setter,n02101006_338,130.0,60.0,373.0,374.0,02101006,n02101006_338,1,n02101006_338-Gordon_setter_cr1,243.0,314.0
n02101006_3422,Gordon_setter,n02101006_3422,61.0,164.0,568.0,513.0,02101006,n02101006_3422,1,n02101006_3422-Gordon_setter_cr1,507.0,349.0
n02101006_3424,Gordon_setter,n02101006_3424,0.0,1.0,291.0,197.0,02101006,n02101006_3424,2,n02101006_3424-Gordon_setter_cr2,291.0,196.0
n02101006_3439,Gordon_setter,n02101006_3439,197.0,330.0,698.0,1021.0,02101006,n02101006_3439,1,n02101006_3439-Gordon_setter_cr1,501.0,691.0
n02101006_3442,Gordon_setter,n02101006_3442,9.0,26.0,198.0,314.0,02101006,n02101006_3442,1,n02101006_3442-Gordon_setter_cr1,189.0,288.0
n02101006_3450,Gordon_setter,n02101006_3450,0.0,24.0,151.0,206.0,02101006,n02101006_3450,1,n02101006_3450-Gordon_setter_cr1,151.0,182.0
n02101006_3467,Gordon_setter,n02101006_3467,7.0,62.0,253.0,191.0,02101006,n02101006_3467,1,n02101006_3467-Gordon_setter_cr1,246.0,129.0
n02101006_3506,Gordon_setter,n02101006_3506,168.0,120.0,448.0,598.0,02101006,n02101006_3506,1,n02101006_3506-Gordon_setter_cr1,280.0,478.0
n02101006_3667,Gordon_setter,n02101006_3667,144.0,25.0,447.0,290.0,02101006,n02101006_3667,1,n02101006_3667-Gordon_setter_cr1,303.0,265.0
n02101006_3748,Gordon_setter,n02101006_3748,110.0,236.0,267.0,473.0,02101006,n02101006_3748,1,n02101006_3748-Gordon_setter_cr1,157.0,237.0
n02101006_3766,Gordon_setter,n02101006_3766,8.0,15.0,218.0,359.0,02101006,n02101006_3766,1,n02101006_3766-Gordon_setter_cr1,210.0,344.0
n02101006_3807,Gordon_setter,n02101006_3807,87.0,2.0,459.0,359.0,02101006,n02101006_3807,1,n02101006_3807-Gordon_setter_cr1,372.0,357.0
n02101006_3868,Gordon_setter,n02101006_3868,0.0,1.0,167.0,227.0,02101006,n02101006_3868,1,n02101006_3868-Gordon_setter_cr1,167.0,226.0
n02101006_3882,Gordon_setter,n02101006_3882,216.0,227.0,355.0,498.0,02101006,n02101006_3882,2,n02101006_3882-Gordon_setter_cr2,139.0,271.0
n02101006_3914,Gordon_setter,n02101006_3914,1.0,90.0,249.0,330.0,02101006,n02101006_3914,2,n02101006_3914-Gordon_setter_cr2,248.0,240.0
n02101006_3933,Gordon_setter,n02101006_3933,3.0,22.0,335.0,249.0,02101006,n02101006_3933,1,n02101006_3933-Gordon_setter_cr1,332.0,227.0
n02101006_3938,Gordon_setter,n02101006_3938,2.0,0.0,428.0,374.0,02101006,n02101006_3938,1,n02101006_3938-Gordon_setter_cr1,426.0,374.0
n02101006_3954,Gordon_setter,n02101006_3954,121.0,19.0,442.0,372.0,02101006,n02101006_3954,1,n02101006_3954-Gordon_setter_cr1,321.0,353.0
n02101006_3985,Gordon_setter,n02101006_3985,224.0,106.0,425.0,330.0,02101006,n02101006_3985,2,n02101006_3985-Gordon_setter_cr2,201.0,224.0
n02101006_4065,Gordon_setter,n02101006_4065,28.0,6.0,350.0,218.0,02101006,n02101006_4065,1,n02101006_4065-Gordon_setter_cr1,322.0,212.0
n02101006_4203,Gordon_setter,n02101006_4203,46.0,20.0,374.0,374.0,02101006,n02101006_4203,1,n02101006_4203-Gordon_setter_cr1,328.0,354.0
n02101006_4223,Gordon_setter,n02101006_4223,456.0,517.0,1383.0,1832.0,02101006,n02101006_4223,1,n02101006_4223-Gordon_setter_cr1,927.0,1315.0
n02101006_4253,Gordon_setter,n02101006_4253,48.0,102.0,183.0,292.0,02101006,n02101006_4253,1,n02101006_4253-Gordon_setter_cr1,135.0,190.0
n02101006_4271,Gordon_setter,n02101006_4271,0.0,18.0,159.0,168.0,02101006,n02101006_4271,1,n02101006_4271-Gordon_setter_cr1,159.0,150.0
